sentence,sentiment,category
mean according financial time quote google traditional search engine would remain free charge ad would continue appear alongside search result even subscriber,postive,GenAI
thats one pathway considered,neutral,GenAI
yet official interesting note,postive,GenAI
google exploring new revenue model ai search startup google challenger perplexity talk time embracing tried true revenue model advertising,postive,GenAI
adweek reported perplexity going start selling ad,neutral,GenAI
doesnt sound like going traditional kind search ad used least start,postive,GenAI
company plan start introducing native ad related question section see bottom perplexity result,neutral,GenAI
youll see use perplexity search anything ask type question,neutral,GenAI
section pop titled related followup question suggested topic kind inquire next,postive,GenAI
soon brand able actually influence show question,neutral,GenAI
perplexity confirmed exactly ad roll,neutral,GenAI
say launch upcoming quarter,neutral,GenAI
paul make two announcement relate search,neutral,GenAI
nobody idea make money,neutral,GenAI
mean weve talked like google dominant know moneymaker profit engine ad,postive,GenAI
people like way generative search experience work right ad arent obvious youre gon na get many click throughs ad,postive,GenAI
think google looking saying like going evolve,postive,GenAI
dependent upon ten blue link ad appear ten blue link ten ad appear ten blue link,neutral,GenAI
perplexity realizing like wow,postive,GenAI
really need ad model make viable,neutral,GenAI
yeah,postive,GenAI
yeah like know ongoing issue genative ai seems consumer going prefer,postive,GenAI
make money,neutral,GenAI
ive big advocate know really dont want ad perplexity,negative,GenAI
im paying twenty month happily also know twenty month gon na sufficient build scalable business model,postive,GenAI
thats gon na keep getting know one hundred one million one billion dollar funding theyre gon na need actually compete anything significance threat google market share,negative,GenAI
much people talk perplexity much like yeah,postive,GenAI
mean minuscule threat google dominance search right,negative,GenAI
im dont know,neutral,GenAI
probably even like tenth percentage point,postive,GenAI
wouldnt imagine,neutral,GenAI
change like obviously disruption happen fast get lot love like measurable impact google business moment,postive,GenAI
related google news would there two new story came kinda u wondering know weve talked google kind trying raise profile demisysabas head ai effort google google deepmind weve spoken demas since literally beginning marketing ai institute one important people ai,postive,GenAI
he integral google deepmind resulted google acquiring company two thousand and fourteen he personally involved major ai breakthrough including ai beating human champion game go alpha fold predicting three structure basically known protein,postive,GenAI
two story came demas essentially trying save google,postive,GenAI
one called quote condemys hessabas saved google big technology called chess master trying propel google ai push,postive,GenAI
wall street journal,neutral,GenAI
worth read kind understand google get current crossroad thats ai demist influence could influence going forward,postive,GenAI
think theyre also really important different reason seemed effort within google raise demus profile,postive,GenAI
one article even blatantly speculates may tapped next ceo though denies,negative,GenAI
paul connect dot u,neutral,GenAI
matter,postive,GenAI
seems strategic google part demasys part,neutral,GenAI
someone intentionally positioning way,neutral,GenAI
would really thought would really weird google,negative,GenAI
would think sundar would signing strategy,neutral,GenAI
like right,postive,GenAI
dont see dont know google work though internally spoke person like people allowed say,postive,GenAI
like know amazon rigid say publicly,postive,GenAI
like think amazon go speaker training youre gon na allow go represent amazon event,postive,GenAI
dont know google work perspective yeah mean mean demas extremely influential important person ai,postive,GenAI
he obviously extremely influential important within google,postive,GenAI
there certainly question around sundars leadership,postive,GenAI
he right ceo theyre going,neutral,GenAI
dont know demas would even want job,postive,GenAI
right,neutral,GenAI
right,neutral,GenAI
mean didnt even he sold google could researcher,neutral,GenAI
like didnt wan na commercial know ceo commercialized company,postive,GenAI
like he he researcher,postive,GenAI
say dont know,neutral,GenAI
interested keep eye,postive,GenAI
listened every interview demas ever,neutral,GenAI
like there ever podcast come listen,postive,GenAI
like cant get enough,postive,GenAI
like think he smart,postive,GenAI
think he genuine person,neutral,GenAI
think he gon na important humanity go within ai know marketing business like humanity general,postive,GenAI
yeah dont know,postive,GenAI
give listen,neutral,GenAI
well drop podcast recently duarte cash february actually part motivation ai timeline episode march,postive,GenAI
one one thing listened trip created timeline,postive,GenAI
really good interview,postive,GenAI
never listen interview demus there kind great podcast interview he done,postive,GenAI
he lex friedman,neutral,GenAI
go listen,neutral,GenAI
he amazing guy really fascinating hear say,postive,GenAI
another development past week hubspot added host ai feature existing cm hub product,neutral,GenAI
rebranded kind new ai powered offering called contenthub,postive,GenAI
contenthub feature like ai content repurposing capability something called brand voice creates brand content scale thats written unique brand voice thing like ai translation ai image generation blog generation blog post narration,postive,GenAI
paul weve long talked hubspot know worked new owned hubspots first ever partner agency like long time hubspot watcher mean hubspot customer,postive,GenAI
mean theyve pretty methodical generative ai,postive,GenAI
mean like havent really like first market stuff,postive,GenAI
like theyre kinda like taking time plotting right play thatll add value customer,postive,GenAI
seem like really good,postive,GenAI
dont havent tested,neutral,GenAI
test yet within platform,neutral,GenAI
chance look,postive,GenAI
ive tested couple content generation feature yet remixing voice feature,neutral,GenAI
yes,postive,GenAI
main take think like value embedded within versus claude chat gpt gemini,postive,GenAI
like already paying thing similar thing,postive,GenAI
dont know theyre using assume theyre using gpt three,neutral,GenAI
five api,neutral,GenAI
like havent built model know,postive,GenAI
question becomes like okay,postive,GenAI
go could take landing page give remix thing writes email social share whatever ive already trained gpt exact thing gpt using gpt four four,postive,GenAI
five whatever come next better continuing use chat gpt,postive,GenAI
like dont know,postive,GenAI
would question user test capability hubspot customer,neutral,GenAI
compare tool say hey,neutral,GenAI
actually great,postive,GenAI
like integrated everything ive got hubspot,postive,GenAI
save twenty minute im,postive,GenAI
like im gon na go ahead use,postive,GenAI
like always saying mike like keep testing,postive,GenAI
got use case,neutral,GenAI
go play around,postive,GenAI
see better youre using,postive,GenAI
keep,neutral,GenAI
would thing would say address,neutral,GenAI
last week story released google considering acquisition offer hubspot,neutral,GenAI
probably worth least mentioning,postive,GenAI
point someone leaked,negative,GenAI
dont know would leak would leak maybe somebody wanted push forward little bit google talking investment banker,negative,GenAI
idea putting offer together buy hubspot,neutral,GenAI
story offer pending know made,neutral,GenAI
yep remember like back pre ipo day like two thousand and ten eleven think last round funding hub spot raise,postive,GenAI
im mistaken,negative,GenAI
like thirty-two million maybe,postive,GenAI
google venture one back,neutral,GenAI
like like dont know,postive,GenAI
kinda logical,neutral,GenAI
there great segment podcast,postive,GenAI
dont know chance listen mike talked deal might might make sense,negative,GenAI
yep,postive,GenAI
kinda worth following,postive,GenAI
would far google biggest acquisition ever,neutral,GenAI
theyre pulled,neutral,GenAI
"biggest acquisition ever twelve billion, five hundred million motorola",neutral,GenAI
"three billion, two hundred million nest youtube like one point sixty-five billion",postive,GenAI
hubspot would forty fifty billion,neutral,GenAI
mean hubspots like thirty-five billion market cap company right,postive,GenAI
got ta pay premium top,postive,GenAI
probably gon na forty fifty billion range,neutral,GenAI
would even make sense google,neutral,GenAI
dont know,neutral,GenAI
wanted make sure least acknowledge,postive,GenAI
openai shared result small scale preview using model called voice engine accurately simulate voice using fifteen second audio,postive,GenAI
model create openai call emotive realistic voice,postive,GenAI
using fifteen second audio sample use create voice would say anything like simply based whatever text give,postive,GenAI
openai recognizes potential go wrong,negative,GenAI
released statement saying recognize generating speech resembles people voice serious risk especially top mind election year,negative,GenAI
however also shared bunch positive us technology including helping patient recover voice,postive,GenAI
come amid heightened secure concern security election also potential fraud lot different industry including financial service somewhat related,neutral,GenAI
wall street journal also documented report financial service firm racing counter ai generated call use deep fake audio gain voice authentication software,postive,GenAI
paul wrote bit linkedin,neutral,GenAI
specifically openai type technology since late two thousand and twenty-two didnt release due concern around misuse,neutral,GenAI
wrote ai company wont show restraint,neutral,GenAI
mean ready voice deep fake synthetic audio,negative,GenAI
obviously,neutral,GenAI
society,neutral,GenAI
yeah,postive,GenAI
implying others wont restraint argument like eac movement techno optimist like created released,postive,GenAI
like really like really better give everyone tie kind capability,postive,GenAI
like sometimes im movement lot time im like middle ground,postive,GenAI
one think middle ground make lot sense maybe put stuff world,neutral,GenAI
way thing work like youre one research lab bullish technology company youre doesnt wan na youre gon na go somewhere else release somewhere else open source model,postive,GenAI
going get,neutral,GenAI
like dont already ability another company,postive,GenAI
research lab working problem,negative,GenAI
talent move research lab time,postive,GenAI
example one brown who open ai researcher weve talked previously meta solved game diplomacy,postive,GenAI
prior texas holdham thing like,postive,GenAI
he openai said tweet havent disabled voice authentication bank account conversation family ai voice impersonation yet would good time,postive,GenAI
know openai hasnt released doesnt mean somebody else isnt gon na release,neutral,GenAI
would takeaway,neutral,GenAI
like personal perspective like im schwab account yesterday,postive,GenAI
option turn voice authentication,neutral,GenAI
absolutely,neutral,GenAI
like dont know banking industry another industry,postive,GenAI
like thats thing right seems like really dangerous capability offer pretty obviously technology thats two year old already,postive,GenAI
think good reminder see ai see today blown away know youre even seeing advanced stuff,postive,GenAI
like way there gon na thing created cant even comprehend,postive,GenAI
sometimes text like year tooled already see,postive,GenAI
good reminder research lab government ai technology dont know yet,postive,GenAI
far advanced think advanced technology world,postive,GenAI
good reminder,postive,GenAI
wrap im gon na quickly touch two final story,neutral,GenAI
first got new research paper google deepmind appears debunk major concern large language model,neutral,GenAI
specifically big concern dont get fact straight get factual information wrong make stuff,negative,GenAI
huge barrier lom adoption,postive,GenAI
according research paper find certain lom agent may able achieve superior performance certain fact checking task compared crowdsourced human annotator using method called search augmented factuality evaluator safe,postive,GenAI
basically break response individual fact fact check researcher using approach found compared human fact checker loms using process better using google search given access internet,postive,GenAI
accurately fact check information,neutral,GenAI
also found loms twenty time cheaper human fact checker type task,neutral,GenAI
really looking paul sound like may pathway forward big concern around llm soft relatively near future,postive,GenAI
kind read,postive,GenAI
yeah,postive,GenAI
mean think talked episode eighty-seven,neutral,GenAI
like assume current weakness limitation model going solved distant future,negative,GenAI
takeaway there dont build business,neutral,GenAI
like dont create startup around limitation model dont pick career path built current limitation model,negative,GenAI
kinda assume stuff,neutral,GenAI
like talk memory another example,postive,GenAI
ability reason,postive,GenAI
ability get fact,postive,GenAI
correct,neutral,GenAI
stuff solved right every major research lab,postive,GenAI
alright,postive,GenAI
last least edit image create chatgbt,postive,GenAI
use dali3 right chat gpt generate image edit image using text prompt,neutral,GenAI
select area image want edit describe change using natural language prompt,postive,GenAI
tell chat g p edit want make make,postive,GenAI
paul sound like similar functionality thing like adobe generative fill mid journey certain capability new version like mind make chatgbt serious image generation competitor,postive,GenAI
think distribution,neutral,GenAI
know follow later feature like apple gon na bunch generative ai stuff,postive,GenAI
long got bunch customer using product one like dont pay adobe product dont capability,postive,GenAI
played around weekend,postive,GenAI
pretty slick,postive,GenAI
like right,postive,GenAI
work right app,neutral,GenAI
like dont log computer,postive,GenAI
yeah think example follow stuff long customer base use,postive,GenAI
seems like really nice feature add,postive,GenAI
think saura gon na get even capability think sauras gon na dont know gon na replace dolly seems like theyre kind positioning image video generation editing,postive,GenAI
alright paul,postive,GenAI
went ton topic today,neutral,GenAI
quick reminder everyone subscribed yet newsletter cover topic week ai covered podcast also go indepth newsletter cover topic couldnt get,neutral,GenAI
go marketing aiinstitute,neutral,GenAI
com forward slash newsletter get weekly brief happening thats important artificial intelligence,postive,GenAI
last least would also say rated podcast yet found value please please please take moment leave u quick review podcasting platform choice,postive,GenAI
help u get episode hand even people,postive,GenAI
wed much appreciate,postive,GenAI
paul thanks much breaking week ai,postive,GenAI
thank mike thanks everyone listening,postive,GenAI
always well talk next week,postive,GenAI
thanks listening ai show,postive,GenAI
visitmarketingaiinstitute,neutral,GenAI
com continue ai learning journey join sixty thousand professional business leader subscribed weekly newsletter downloaded ai blueprint attended person event taken online ai course engaged slack community,postive,GenAI
next time stay curious explore,postive,GenAI
world today artificial intelligence one exciting rapidly advancing technological field,postive,GenAI
recent exploration deep learning enabled computer think like human opening door critical field science technology,postive,GenAI
powerful intelligent machine design complex experiment interpret large quantity data much faster human researcher,postive,GenAI
deep learning system like deep mind alpha fold accelerate slow moving research field like biology chemistry,postive,GenAI
thus expanding understanding life universe,neutral,GenAI
time content generating system called generative transformed work socialize interact world,neutral,GenAI
program use deep learning pro identify pattern within training data apply pattern create original content,postive,GenAI
sophisticated image generator produce photorealistic image simple text allowing anyone credit card bring artistic vision life,postive,GenAI
perhaps impressive large foundation model like gpt solve complex problem use natural language outperform human variety specific task,postive,GenAI
currently artificial intelligence evolving unprecedented rate intelligent machine develop coming decade beyond,postive,GenAI
fast forward year future late 2020s ai system yet achieve human level intelligence machine competing human winning,postive,GenAI
certain game job artistic work human expertise continues displaced rapidly evolving program,postive,GenAI
though ai lack certain staple human intelligence creativity gap human machine quickly shrinking growth generative ai broader implication medium digital representation 21st century,postive,GenAI
every day ai generated article image video appear online many convincing user hardly distinguish real,postive,GenAI
ever people abuse generative ai commit fraud fabricate document even mimic people voice counteract unethical use ai global institution policymakers work overtime verify identity limit spread certain form malicious ai generated information,negative,GenAI
still cybercrime deep fake medium continue rise,negative,GenAI
ai powered world thing see read hear matter convincing always real,postive,GenAI
early 2030s near ubiquitous presence artificial intelligence structure many social economic system,postive,GenAI
ai cryptocurrency converge platform monetize technology secure decentralized currency,postive,GenAI
automotive industry race meet new demand vehicle use state art machine learning system essentially drive,negative,GenAI
many industry depend powerful ai efficiently perform repetitive task,postive,GenAI
entire company smoothly operated small group people controlling fleet intelligent machine gradually decreasing society need low level human worker increasing demand creatives engineer data scientist,postive,GenAI
innovation propel society future defined intelligent machine invisible system analyze structure influence many thing,postive,GenAI
u interact ai moment wake moment fall asleep,neutral,GenAI
people 2030s may even interface intelligent machine friend family may share intimate life customizable avatar capable imitating human language behavior human machine interaction get sophisticated people may become isolated overly dependent gradual decline person person sociality would erode capacity love trust empathy thus muddying quality make u human,postive,GenAI
intelligent machine may undermine human connection,postive,GenAI
yet two thousand and forty theyll transformed care,postive,GenAI
hospital health care artificial intelligence open door groundbreaking treatment technology saving million life,postive,GenAI
ai system efficiently analyze huge set health data optimize treatment predict potential problem,postive,GenAI
system enable doctor treat patient greater accuracy also place health care hand patient consumer,postive,GenAI
available mobile device ai powered application provide individual detailed recommendation diet exercise lifestyle habit based personal health data,neutral,GenAI
intelligent system help human live longer active life potential ai may much greater,postive,GenAI
ai system healthcare designed explicitly amplify human strength,postive,GenAI
ability remarkable far reaching significant gap ai potentially sentient super intelligence many anticipate 21st century,postive,GenAI
two thousand and forty intelligent machine classified narrow ai,postive,GenAI
including image generator chatbots personal assistant become commonplace world,neutral,GenAI
narrow ai proficient specific set task like generating image based text prompt,postive,GenAI
however struggle apply generalize knowledge unfamiliar problem,negative,GenAI
large foundation model might demonstrate flash general intelligence thanks broad set adaptable training data,postive,GenAI
however two thousand and forty-five world may still await 1st artificial general intelligence theoretical machine could surpass human level intelligence first time demonstrate sign consciousness least compelling counterfeit,postive,GenAI
specie teeter brink transformative discovery society becomes increasingly divided future artificial intelligence,postive,GenAI
leading company investing billion researching developing new ai system yet many people wary advanced ai might threaten autonomy impact direction specie,negative,GenAI
protect interest humanity institution demand ai creator adhere set human first objective though objective may stand way technological progress,postive,GenAI
scientist engineer experiment forefront artificial intelligence ethicist policy maker academic scrutinize advance strict standard balance innovation ethical societal safeguard,postive,GenAI
nevertheless leader field dream near future populated advanced robot live among u,postive,GenAI
operate member society,neutral,GenAI
two thousand and fifty thousand intelligent machine may already visible public setting rolling driving walking increasingly futuristic urban landscape,postive,GenAI
robot designed accomplish singular task like delivery bot customer service machine,postive,GenAI
powered narrow ai highly efficient bot outperform human lower rung society accomplishing basic task better human worker,postive,GenAI
impressive unnerving emergence cutting edge robot designed look act uncannily human,postive,GenAI
two thousand and fifty newest generation humanoid robot might move like real people intelligent enough blur line human machine,postive,GenAI
though far sentient maintain natural conversation even interface world like human being,postive,GenAI
may take decade robot truly indistinguishable human soon enough may walking among u growing intelligent hour,postive,GenAI
advent public facing humanoid robot represents critical step grand synthesis human machine,postive,GenAI
machine becoming like u also becoming like,postive,GenAI
two thousand and fifty human enhancement technology might successfully integrate ai human body,postive,GenAI
thereby increasing single human achieve,neutral,GenAI
ai powered ship inserted directly brain imbuing mind computer like precision connectivity tiny sensor coordinated ai also injected bloodstream collect analyze constant stream health data,postive,GenAI
past human used ai system tool virtual helper perhaps two thousand and sixty advancement ai transform mean human,postive,GenAI
imagine sometime twenty sixty twenty seventy scientist top secret research lab make breakthrough unlocks holy grail artificial intelligence,postive,GenAI
various benchmark including turing test confirm discovery research chasing decade machine human level general cognition,neutral,GenAI
first true agi highly adaptive machine integrates knowledge solve novel problem,postive,GenAI
training experience quickly surpasses many predecessor,neutral,GenAI
even learning modify software autonomously designed technology beyond human engineering,neutral,GenAI
many people hope many others feared creation agi spark irreversible explosion technology pinpoint known singularity,postive,GenAI
singularity impact future specie depends rise intelligent machine strong orientation towards progress self improvement,postive,GenAI
expert fear hungry agi may evolve artificial superintelligence objective align humankind,negative,GenAI
others envision brighter future perhaps ninety beyond agi converges human enhancement technology betterment specie,postive,GenAI
near end century first hybrid human transcends known intellectual limit wielding ability far surpassing greatest mind human history,postive,GenAI
empowered agi specie may solve biggest problem overcome greatest challenge unify boundless superintelligence,postive,GenAI
however agi could also pose greatest threat humanity world ever seen,postive,GenAI
one know awaits humanity next one hundred year technology keep improving artificial intelligence may come known ultimate twist fate,postive,GenAI
ive ai researcher decade,neutral,GenAI
couple month ago got weirdest email career,negative,GenAI
random stranger wrote saying work ai gon na end humanity,neutral,GenAI
get,neutral,GenAI
ai hot right,neutral,GenAI
line pretty much every day sometimes really cool thing like discovering new molecule medicine dope pope white puffer coat,postive,GenAI
time headline really dark,neutral,GenAI
like chatbot telling guy divorce wife ai meal planner app proposing crowd pleasing recipe featuring chlorine gas,postive,GenAI
background weve heard lot talk doomsday scenario existential risk singularity letter written event organized make sure doesnt happen,negative,GenAI
im researcher study ai impact society,neutral,GenAI
dont know whats gon na happen ten twenty year nobody really,neutral,GenAI
know there pretty nasty thing going right ai doesnt exist vacuum,negative,GenAI
part society impact people planet,neutral,GenAI
ai model contribute climate change training data us art book created artist author without consent deployment discriminate entire community,postive,GenAI
need start tracking impact,neutral,GenAI
need start transparent disclosing creating tool people understand ai better,postive,GenAI
hopefully future generation ai model going trustworthy sustainable maybe le likely kill u thats youre,postive,GenAI
well let start sustainability cloud ai model live actually made metal plastic powered vast amount energy,postive,GenAI
time query ai model come cost planet,neutral,GenAI
last year part big science initiative brought together one thousand researcher world create bloom first open large language model like jet jbt emphasis ethic transparency consent,postive,GenAI
study led looked bloom environmental impact found training used much energy thirty home whole year,postive,GenAI
emitted twenty-five ton carbon dioxide like driving car five time around planet somebody use model tell knock notch chip,postive,GenAI
might see seem like lot similar large language model like gpt three emit twenty time carbon thing tech company arent measuring stuff,postive,GenAI
theyre disclosing,neutral,GenAI
probably tip iceberg even melting one,neutral,GenAI
recent year weve seen ai model balloon size current trend ai bigger better,postive,GenAI
please dont get started thats case,postive,GenAI
case weve seen large language model particular grow two thousand time size last five year,neutral,GenAI
course environmental cost rising well,postive,GenAI
recent work led found switching smaller efficient model larger language model emits fourteen time carbon task like telling knock knock joke,postive,GenAI
putting model cell phone search engine smart fridge speaker environmental cost really piling quickly,postive,GenAI
instead focusing future existential risk let talk current tangible impact tool create measure mitigate impact,neutral,GenAI
help create code carbon tool run parallel ai training code estimate amount energy consumes amount carbon emits,postive,GenAI
using tool like help u make informed choice like choosing one model sustainable deploying ai model renewable energy drastically reduce emission,postive,GenAI
let talk thing there impact ai apart sustainability,neutral,GenAI
example really hard artist author prove life work used training ai model without consent,negative,GenAI
wan na sue someone tend need proof,neutral,GenAI
right,neutral,GenAI
spawning ai organization founded artist created really cool tool called trained let search massive datasets see,postive,GenAI
admitted curious,postive,GenAI
searched lie five b huge data set image text see image,postive,GenAI
two first image thats event ive spoken rest image none probably woman named sasha put photograph internet,neutral,GenAI
probably explain query image generation model generate photograph woman named sasha often get image bikini model,neutral,GenAI
sometimes two arm sometimes three arm rarely clothes,neutral,GenAI
interesting people like search datasets,postive,GenAI
artist like carla ortiz provides crucial evidence life work artwork used training ai model without sent,postive,GenAI
two artist use evidence file class action lawsuit ai company copyright infringement,negative,GenAI
recently spawning ai partnered hugging phase company work create opt opt mechanism creating datasets artwork created human shouldnt eat buffet training language model,postive,GenAI
last thing want talk bias,negative,GenAI
probably hear lot formally speaking ai model encode pattern belief represent stereotype racism sexism,negative,GenAI
one hero doctor joy bolomini experienced firsthand realized ai system wouldnt even detect face unless wearing white colored mask,postive,GenAI
digging deeper found common facial recognition system vastly worse woman color compared white men,negative,GenAI
model like biased model like deployed law enforcement setting result false authorization even wrongful imprisonment weve seen happen multiple people recent month,postive,GenAI
example porsche woodruff wrongfully accused carjacking eight month pregnant ai system wrongfully identified,negative,GenAI
sadly system black box even creator cant say exactly work way,negative,GenAI
example image generation system youre using context like generating forensic sketch based description perpetrator take bias spit back term like dangerous criminal terrorist gang member course super dangerous tool deployed society,negative,GenAI
order understand tool better created tool called stable bias explorer let explore bias image generation model lens profession,postive,GenAI
try picture scientist mind,neutral,GenAI
dont look,neutral,GenAI
see,neutral,GenAI
lot thing right,neutral,GenAI
men glass lab coat none look like,negative,GenAI
thing looked different image generation model found lot thing significant representation whiteness masculinity across one hundred and fifty profession looked even compared real world u labor bureau statistic,postive,GenAI
model show lawyer men ceo men almost one hundred time even though know arent white male,neutral,GenAI
sadly tool hasnt used write legislation yet recently presented un event gender bias example make tool people walk life even dont know code engage better understand ai use profession use term interest,postive,GenAI
model deployed woven fabric society cell phone social medium feed even justice system economy ai,postive,GenAI
really important ai stay accessible know work thing like bias copyright climate change creating tool measure ai impact start getting idea bad start addressing go start creating guardrail protect society planet,postive,GenAI
information company use order say okay gon na choose model sustainable model respect copyright legislator really need information write law use tool develop new regulation mechanism governance ai get deployed society,postive,GenAI
user like use information choose ai model trust misrepresent u misuse data,postive,GenAI
reply email said work gon na destroy humanity,negative,GenAI
said focusing ai future existential risk distraction current tangible impact work right even yesterday reducing impact,negative,GenAI
yes ai moving quickly done deal,postive,GenAI
building road walk collectively decide direction want go together,postive,GenAI
thank,postive,GenAI
great back,postive,GenAI
im clara shai ceo service cloud,neutral,GenAI
im trailblazer dx event san francisco martin khan coher dario amadei anthropic,negative,GenAI
welcome congratulation salesforce venture generative ai fund investment announced yesterday,postive,GenAI
welcome ecosystem community,postive,GenAI
thank,postive,GenAI
thank clara,postive,GenAI
question,neutral,GenAI
know announced einstein gpt yesterday combining proprietary salesforce ai model ecosystem vetted generative ai partner company developed leading solution market,postive,GenAI
know could share important consideration youve built foundational model thinking differentiate offering space,postive,GenAI
dario maybe wan na start go martin,neutral,GenAI
yeah,postive,GenAI
think side u builder side developer developing top side customer thing around reliability safety trust often paramount,postive,GenAI
point know model world seen capable concern know predictable,postive,GenAI
people expect,neutral,GenAI
different area,neutral,GenAI
know one know there problem hallucination know model sometimes make thing whole cloth,negative,GenAI
one thing weve worked lot reducing problem making model reliable,negative,GenAI
another problem making sure model say safe,postive,GenAI
dont say something unsafe embarrassing,negative,GenAI
work hard reduce model side important side application well,postive,GenAI
term transparency predictability method called constitutional ai write series rule want ai follow,postive,GenAI
train follow rule predictable previous previous method training model,neutral,GenAI
found side customer side know thing help integrate application know give give enterprise confidence model powerful also expect want,postive,GenAI
thank,postive,GenAI
martin,neutral,GenAI
yeah,postive,GenAI
think thats great point aria made,postive,GenAI
think cohere focused incredible model technology enable every developer every enterprise create real business value,postive,GenAI
spend lot time,neutral,GenAI
thats certainly ive spending lot time understanding business leader enterprise really really need,postive,GenAI
thing found 1st course performance,neutral,GenAI
think there small number company world capability two independent one,postive,GenAI
create real large language model capability,postive,GenAI
captive big tech company independent company able performance thats top chart important,postive,GenAI
stanford helm recent evaluation base model outperformed others publicly available,neutral,GenAI
outperformed dimension,neutral,GenAI
im curious,postive,GenAI
stanford helm result thats sort think there fifty-seven different different dimension measured sort compound rating different model run sort consistent comparison across,neutral,GenAI
obviously perform enterprise important,postive,GenAI
second though cloud agnosticity,neutral,GenAI
available gcp,neutral,GenAI
aws sagemaker,neutral,GenAI
discussion every cloud provider available cloud including prem vpc,neutral,GenAI
think important hear enterprise model go data theyre comfortable data way around bringing data model,postive,GenAI
thats something heard important indeed,postive,GenAI
think third team work best modeling team build incredible model important also team understands deploy kind technology massive scale demanding advanced sophisticated enterprise world,postive,GenAI
weve got engineering team product business people really understand build run multibillion dollar business,neutral,GenAI
ultimately enterprise customer wan na know need deploy scale know demo lab,neutral,GenAI
well note mean week weve talking einstein gpt including einstein gpt sale helping salesperson compose email draft send prospect,postive,GenAI
einstein gpt service help agent quickly accurately respond inbound chat email run support issue well einstein gpt marketing dynamically generate landing page text image,postive,GenAI
focus crm use case im curious excites crm combining generative ai,postive,GenAI
dario,neutral,GenAI
yeah,postive,GenAI
mean think creativity,postive,GenAI
right,neutral,GenAI
know many application valuable know application human loop,postive,GenAI
using using using model know model generate generate idea,neutral,GenAI
human may may like,postive,GenAI
gen generate,neutral,GenAI
know model serve thought partner know whether theyre generating marketing copy sale anything like like metaphor thought partner know friend who who work,postive,GenAI
course know believe strongly human loop accuracy safety aspect also help ongoing reinforcement learning human feedback,postive,GenAI
thats terrific,postive,GenAI
martin,neutral,GenAI
yeah,postive,GenAI
think incredibly exciting field,postive,GenAI
think know would say maybe havent seen something like since two thousand seven iphone came maybe ninety-three mosaic browser came conversational way interacting computer really way consumer employee demand interface internet employer service provider,negative,GenAI
talk lot generative ai,neutral,GenAI
many use case mentioned generative,neutral,GenAI
one area equally sometimes even excited something embedding side,postive,GenAI
embeddings another type model enables enables semantic search contextual search classification across enormous corpus know similar youre used google open internet,neutral,GenAI
weve cohere semantic sorry embeddings model enables kind semantic contextual search across one hundred nine language,postive,GenAI
application hearing enterprise customer c suite really exciting,postive,GenAI
crm example imagine could say know whats latest state relationship company x,neutral,GenAI
go look different chat record video video chat transcript customer call crm database slack channel thats discussed,neutral,GenAI
maybe someone japan discussing japanese slack channel someone germany discussing,neutral,GenAI
information able found retrieved summarized use make better decision,postive,GenAI
think think quite challenging state enterprise search inside enterprise compared used public internet google bing others,postive,GenAI
breakthrough value create enterprise gon na absolutely immense,postive,GenAI
bringing together embeddings semantic search together generative model enable conversational search across one hundred line language different alphabet etcetera,neutral,GenAI
thats really exciting business leader,postive,GenAI
incredible,neutral,GenAI
gon na hear tableau team soon,neutral,GenAI
there tremendous potential,neutral,GenAI
think large proprietary business outcome focused datasets live inside every enterprise able bring together secure ethically responsible way,postive,GenAI
really exciting,postive,GenAI
okay,postive,GenAI
conference week lot trailblazer developer around world think biggest opportunity every developer watching,postive,GenAI
maybe well start martin,postive,GenAI
well think would start thinking embeddings capability application alongside generative,postive,GenAI
lot buzz come around copywriting summarization thing really quite exciting chat bot sort virtual agent,postive,GenAI
think combining capability work get really really exciting especially global company count many customer,postive,GenAI
understanding well output,postive,GenAI
exactly,neutral,GenAI
think interface think agree gon na conversational interface,postive,GenAI
wan na say find know whats contract expiry company x wan na make sure information correct,postive,GenAI
base model may know new contract renewal extension signed three day ago trained week ago month ago two month ago,neutral,GenAI
thats wan na make sure large language model actually use search retrieval capability retrieval augmented generation go get right data,postive,GenAI
u safety also preventing misinformation making sure right information found whatever language may retrieved used provide answer question command given,postive,GenAI
think developer think bring together thats there really really breakthrough groundbreaking innovation,postive,GenAI
believe gon na future interact company going forward enormous knowledge base internally ultimately able take action externally customer able also interact service provider,neutral,GenAI
would first second point would say mentioned data,neutral,GenAI
data think data protection extremely important enterprise,postive,GenAI
enterprise dont wan na wedded one cloud,neutral,GenAI
dont wan na ship data someone else something give result,neutral,GenAI
want make sure data residency location vpc protected,postive,GenAI
safe,postive,GenAI
none competitor get access,neutral,GenAI
base model arent trained data benefit people,negative,GenAI
thats something weve putting huge amount thought really one core tenet serve enterprise,postive,GenAI
thats thats big part whats made salesforce successful also,postive,GenAI
make complete sense,neutral,GenAI
dario message million developer,neutral,GenAI
yeah,postive,GenAI
ill give kind broad message know maybe specific answer,postive,GenAI
mean think broad message know seeing across customer every one application model anthropic deploys there there one hundred know model could applied one applied yet right within within maybe within company within many many different company,neutral,GenAI
see lot case model used something relatively narrow,neutral,GenAI
right people talk right people could used something much broader,neutral,GenAI
there large overhang exciting time developer time hunt find opportunity,postive,GenAI
there know cant think,neutral,GenAI
cant think exciting time there overhang technology even capability never improved,negative,GenAI
